city;lat;lng;country;iso3
Chhāgalnāiya;23.0395;91.5146;Bangladesh;BGD
Titao;13.25;-2.05;Burkina Faso;BFA
Little Elm;33.1858;-96.9295;United States;USA
Morden;51.4015;-0.1949;United Kingdom;GBR
Dongshan;22.0597;112.8319;China;CHN
Çan;40.0275;27.0475;Turkey;TUR
Duyên Hải;9.6331;106.4975;Vietnam;VNM
Santa Rita;14.9953;120.6153;Philippines;PHL
Homnābād;17.7707;77.1252;India;IND
Joshīmath;30.555;79.565;India;IND
Sanmu;35.6;140.4167;Japan;JPN
Qulicun;22.565;107.8022;China;CHN
Dachau;48.2603;11.4342;Germany;DEU
Smethwick;52.4931;-1.9686;United Kingdom;GBR
Hāgere Hiywet;8.9833;37.85;Ethiopia;ETH
Shuishang;23.4319;120.4147;Taiwan;TWN
Florida;-34.5167;-58.5;Argentina;ARG
Playas;-2.63;-80.39;Ecuador;ECU
Middletown;41.5476;-72.6549;United States;USA
Gumia;23.8106;85.8232;India;IND
Alta Gracia;-31.6667;-64.4333;Argentina;ARG
Finike;36.3;30.15;Turkey;TUR
Kirkcaldy;56.1107;-3.1674;United Kingdom;GBR
Shelekhov;52.2167;104.1167;Russia;RUS
Faya;17.9169;19.1167;Chad;TCD
Bokāro;23.7871;85.9564;India;IND
North Highlands;38.6713;-121.3721;United States;USA
Ami;36.0308;140.2148;Japan;JPN
Durham;54.7761;-1.5733;United Kingdom;GBR
Dornbirn;47.4139;9.7444;Austria;AUT
Bacolor;14.9984;120.6526;Philippines;PHL
Balimbing;5.0728;119.8847;Philippines;PHL
Tuckahoe;37.5878;-77.5858;United States;USA
Wake Forest;35.9632;-78.514;United States;USA
Scafati;40.7536;14.5253;Italy;ITA
Minot;48.2375;-101.278;United States;USA
Araci;-11.3328;-38.9669;Brazil;BRA
Roswell;33.373;-104.5294;United States;USA
Nettuno;41.4575;12.6611;Italy;ITA
Colonia del Sol;22.9125;-109.9208;Mexico;MEX
Bocaiúva;-17.1078;-43.815;Brazil;BRA
Aquidauana;-20.4708;-55.7869;Brazil;BRA
Kanye;-24.9833;25.35;Botswana;BWA
Kashira;54.8333;38.1667;Russia;RUS
Monroe;40.3191;-74.4286;United States;USA
Hennef;50.7833;7.2833;Germany;DEU
Tunduru;-11.0667;37.35;Tanzania;TZA
Liutuancun;36.945;119.395;China;CHN
Santangpai;27.4008;111.9942;China;CHN
Nāngal Township;31.385;76.375;India;IND
Ena;35.4492;137.4128;Japan;JPN
Monopoli;40.95;17.3;Italy;ITA
Yongping;37.0103;109.8243;China;CHN
Cuetzalan;20.0333;-97.5167;Mexico;MEX
Ash Shaykh Badr;34.9833;36.0833;Syria;SYR
Kasuya;33.6167;130.4833;Japan;JPN
Iwakura;35.2794;136.8714;Japan;JPN
Okhtyrka;50.303;34.892;Ukraine;UKR
Basoko;1.2333;23.6;Congo (Kinshasa);COD
Sadāseopet;17.6203;77.9539;India;IND
New Washington;11.6483;122.4339;Philippines;PHL
Hoskote;13.0721;77.7892;India;IND
Barras;-4.2469;-42.2958;Brazil;BRA
Clondalkin;53.3203;-6.3947;Ireland;IRL
Carepa;7.7578;-76.6553;Colombia;COL
Bhamo;24.2667;97.2333;Burma;MMR
Wauwatosa;43.0616;-88.0347;United States;USA
Bothell;47.7735;-122.2044;United States;USA
Birendranagar;28.6;81.6333;Nepal;NPL
Glenview;42.0825;-87.8214;United States;USA
Vila Verde;41.65;-8.4333;Portugal;PRT
Tibigan;9.95;123.97;Philippines;PHL
Figueras;42.2667;2.965;Spain;ESP
Dyero;13.6858;-5.8342;Mali;MLI
Chong Nonsi;13.6965;100.5427;Thailand;THA
Rockwall;32.9169;-96.4374;United States;USA
Báguanos;20.7631;-76.0297;Cuba;CUB
Golpāyegān;33.4508;50.2817;Iran;IRN
Jalandhar Cantonment;31.286;75.615;India;IND
Cornwall;45.0275;-74.74;Canada;CAN
La Reja;-34.6394;-58.8283;Argentina;ARG
Hørsholm;55.8803;12.5081;Denmark;DNK
Pativilca;-10.6958;-77.7742;Peru;PER
Jiquilisco;13.3167;-88.5833;El Salvador;SLV
Monte Santo;-10.4378;-39.3328;Brazil;BRA
Luwuk;-0.9396;122.79;Indonesia;IDN
Donetsk;48.3333;39.9333;Russia;RUS
Wilson;35.7311;-77.9284;United States;USA
Victoriaville;46.05;-71.9667;Canada;CAN
Oranienburg;52.7544;13.2369;Germany;DEU
Bhatkal;13.9853;74.5553;India;IND
Higashine;38.4313;140.3911;Japan;JPN
Güroymak;38.5769;42.0211;Turkey;TUR
Águeda;40.5744;-8.4481;Portugal;PRT
Ad Darwa;33.4167;-7.5333;Morocco;MAR
Al Madrah Samā’il;23.3103;57.9455;Oman;OMN
Tremembé;-22.9597;-45.5403;Brazil;BRA
Dūngarpur;23.84;73.72;India;IND
Mamburao;13.2233;120.596;Philippines;PHL
Diamantina;-18.2489;-43.6;Brazil;BRA
Rancho Santa Margarita;33.6318;-117.5988;United States;USA
Chandrāwāda;21.6525;69.6746;India;IND
Kamidani;34.1575;135.2397;Japan;JPN
Zawiercie;50.5;19.4167;Poland;POL
Monte Carmelo;-18.7267;-47.4994;Brazil;BRA
Ocosingo;16.9072;-92.0961;Mexico;MEX
Vale de Cavalos;38.65;-9.15;Portugal;PRT
Montrouge;48.8172;2.3219;France;FRA
Amahai;-3.3331;128.919;Indonesia;IDN
Ambatondrazaka;-17.8256;48.4289;Madagascar;MDG
Pabellón de Arteaga;22.15;-102.2667;Mexico;MEX
La Mirada;33.9025;-118.0093;United States;USA
Georgina;44.3;-79.4333;Canada;CAN
São Benedito;-4.0489;-40.865;Brazil;BRA
Tonami;36.6475;136.9622;Japan;JPN
Antelope;38.7153;-121.361;United States;USA
Hilo;19.6883;-155.0863;United States;USA
San Lorenzo;-28.12;-58.77;Argentina;ARG
Invercargill;-46.4131;168.3475;New Zealand;NZL
Longchamps;-34.85;-58.3833;Argentina;ARG
Gracias;14.5889;-88.5819;Honduras;HND
Landau;49.2;8.1167;Germany;DEU
Ono;34.8497;134.9342;Japan;JPN
Yumbe;3.465;31.245;Uganda;UGA
Chetouane;34.9203;-1.2897;Algeria;DZA
Al Aaroui;35.0029;-3.0311;Morocco;MAR
Gavá;41.3072;2.0039;Spain;ESP
Hitachi-ota;36.5383;140.5309;Japan;JPN
Dumka;24.42;87.34;India;IND
‘Āmūdā;37.1042;40.93;Syria;SYR
Yecun;33.7663;110.1305;China;CHN
Kokkola;63.8367;23.1333;Finland;FIN
Catriel;-37.8667;-67.8333;Argentina;ARG
Helsingør;56.0361;12.6083;Denmark;DNK
Chioggia;45.2196;12.2789;Italy;ITA
Sogod;10.38;124.98;Philippines;PHL
Pampán;9.4511;-70.4758;Venezuela;VEN
Vich;41.9303;2.2547;Spain;ESP
Mairena del Aljarafe;37.3333;-6.0667;Spain;ESP
Lamía;38.9;22.4333;Greece;GRC
San Luis Obispo;35.2669;-120.669;United States;USA
Puerto Lempira;15.2667;-83.7667;Honduras;HND
Bunawan;8.18;125.99;Philippines;PHL
Rengam;1.8833;103.4;Malaysia;MYS
Gaocheng;30.0167;100.2667;China;CHN
Okaya;36.0671;138.0493;Japan;JPN
Buena Vista Tomatlán;19.2102;-102.5869;Mexico;MEX
Aznā;33.4597;49.4547;Iran;IRN
Egg Harbor;39.3787;-74.6102;United States;USA
Changanācheri;9.4667;76.55;India;IND
Dalaman;36.7667;28.8;Turkey;TUR
Poso;-1.4;120.75;Indonesia;IDN
Roseville;42.5074;-82.9369;United States;USA
Newark;37.5201;-122.0307;United States;USA
Dülmen;51.8308;7.2783;Germany;DEU
Campi Bisenzio;43.8167;11.1333;Italy;ITA
Umarkhed;19.6014;77.6888;India;IND
Serowe;-22.3833;26.7167;Botswana;BWA
Liuhu;35.5449;106.6801;China;CHN
Inđija;45.05;20.0833;Serbia;SRB
Perth;56.3958;-3.4333;United Kingdom;GBR
Zutphen;52.14;6.195;Netherlands;NLD
Atarra;25.28;80.57;India;IND
La Vega;2.0008;-76.7778;Colombia;COL
Altos;-5.0389;-42.4608;Brazil;BRA
Osório;-29.8942;-50.2652;Brazil;BRA
Chaparral;3.7236;-75.4847;Colombia;COL
Malinao;13.4;123.7;Philippines;PHL
Nanto;36.5878;136.9194;Japan;JPN
Lousada;41.3;-8.24;Portugal;PRT
Villa Constitución;-33.2333;-60.3333;Argentina;ARG
Chenalhó;16.9333;-92.5667;Mexico;MEX
Penco;-36.7333;-72.9833;Chile;CHL
Voluntari;44.4925;26.1914;Romania;ROU
Vryheid;-27.7669;30.8;South Africa;ZAF
Sanski Most;44.7667;16.6667;Bosnia and Herzegovina;BIH
Barnet;51.6444;-0.1997;United Kingdom;GBR
Sayanogorsk;53.05;91.45;Russia;RUS
Wejherowo;54.6;18.25;Poland;POL
Jobabo;20.9078;-77.2831;Cuba;CUB
General Martín Miguel de Güemes;-24.6667;-65.05;Argentina;ARG
Sumisip;6.42;121.98;Philippines;PHL
Qasbat Tadla;32.6;-6.2667;Morocco;MAR
Aubagne;43.2908;5.5708;France;FRA
Kifisiá;38.0833;23.8167;Greece;GRC
Saint-Malo;48.65;-2.01;France;FRA
Azhikkōd;11.9076;75.3446;India;IND
Azhikkal;11.9076;75.3446;India;IND
Kingisepp;59.3667;28.6167;Russia;RUS
Rio de Mouro;38.784;-9.322;Portugal;PRT
Arsenyev;44.1667;133.25;Russia;RUS
Loum;4.718;9.73;Cameroon;CMR
Mentor;41.6893;-81.3362;United States;USA
Talghar;43.3;77.2333;Kazakhstan;KAZ
Ocoee;28.5796;-81.5332;United States;USA
Évreux;49.02;1.15;France;FRA
São José de Mipibu;-6.0833;-35.25;Brazil;BRA
San Andrés de Sotavento;9.15;-75.5;Colombia;COL
Mataquescuintla;14.5336;-90.1839;Guatemala;GTM
Gosen;37.7444;139.1826;Japan;JPN
Snizhne;48.0283;38.7656;Ukraine;UKR
Cunén;15.3333;-91.0333;Guatemala;GTM
Oued Sly;36.1;1.2;Algeria;DZA
Ayapel;8.3167;-75.15;Colombia;COL
Vikramasingapuram;8.67;77.33;India;IND
Perinton;43.0781;-77.4283;United States;USA
Waspán;14.7333;-83.9667;Nicaragua;NIC
Melle;52.2044;8.3389;Germany;DEU
Jiāganj;24.23;88.27;India;IND
Livny;52.4239;37.5997;Russia;RUS
Manappārai;10.6075;78.4253;India;IND
Kasumbalesa;-12.2564;27.8028;Congo (Kinshasa);COD
As Sa‘dīyah;34.1906;45.1208;Iraq;IRQ
Rowland Heights;33.9716;-117.8912;United States;USA
Zhongtanying;40.2125;116.5844;China;CHN
Evesham;39.8605;-74.8947;United States;USA
Kikugawa;34.75;138.0833;Japan;JPN
Douz;33.45;9.0167;Tunisia;TUN
Otradnyy;53.3667;51.35;Russia;RUS
Děčín;50.7736;14.1961;Czechia;CZE
La Courneuve;48.9322;2.3967;France;FRA
Fort Pierce;27.4255;-80.3431;United States;USA
Albuera;10.9186;124.6923;Philippines;PHL
Rivoli;45.0667;7.5167;Italy;ITA
Yabrūd;33.9667;36.6667;Syria;SYR
Urrao;6.3156;-76.1342;Colombia;COL
Sidrolândia;-20.9319;-54.9608;Brazil;BRA
Capão Bonito;-24.0058;-48.3494;Brazil;BRA
Cumanayagua;22.1522;-80.2011;Cuba;CUB
Paderno Dugnano;45.5667;9.1667;Italy;ITA
Ayungon;9.8584;123.1468;Philippines;PHL
Pilar;11.4878;122.9956;Philippines;PHL
Brea;33.9254;-117.8655;United States;USA
Cantel;14.8112;-91.4555;Guatemala;GTM
Şowme‘eh Sarā;37.3;49.3142;Iran;IRN
Mattanūr;11.931;75.572;India;IND
Campobasso;41.5667;14.6667;Italy;ITA
Qingyuan;24.5004;108.6667;China;CHN
Zarzal;4.3983;-76.0772;Colombia;COL
Oro Valley;32.4208;-110.9767;United States;USA
Chaïdári;38.0167;23.65;Greece;GRC
Dracena;-21.4828;-51.5328;Brazil;BRA
Hagaribommanahalli;15.04;76.2;India;IND
Hà Tiên;10.3833;104.4833;Vietnam;VNM
Pallipālaiyam;11.3679;77.7435;India;IND
Calimaya;19.1608;-99.6172;Mexico;MEX
Corato;41.15;16.4;Italy;ITA
East Providence;41.8065;-71.3565;United States;USA
Saranambana;-17.25;49.1833;Madagascar;MDG
Dahutang;28.0694;112.5442;China;CHN
Al Balyanā;26.2333;32;Egypt;EGY
Banisilan;7.5;124.7;Philippines;PHL
Haeryong;34.9131;127.5394;Korea, South;KOR
Casalnuovo di Napoli;40.9167;14.35;Italy;ITA
Liulin;36.5478;109.4725;China;CHN
Viti;42.3167;21.35;Kosovo;XKS
Santo Domingo;22.5833;-80.2383;Cuba;CUB
Jitaicun;36.3533;115.3048;China;CHN
Cuilapa;14.2833;-90.3;Guatemala;GTM
San Benedetto del Tronto;42.95;13.8833;Italy;ITA
Nandikotkūr;15.867;78.267;India;IND
Herzogenrath;50.8667;6.1;Germany;DEU
Chomutov;50.4611;13.4167;Czechia;CZE
Tomioka;36.2599;138.8899;Japan;JPN
Esplugas de Llobregat;41.3767;2.0858;Spain;ESP
Selu;19.4551;76.4372;India;IND
Stretford;53.4466;-2.3086;United Kingdom;GBR
Vyshniy Volochëk;57.5833;34.5667;Russia;RUS
Soest;52.1833;5.3;Netherlands;NLD
Maţāy;28.4167;30.75;Egypt;EGY
Mēla Gūdalūr;9.6806;77.2462;India;IND
Martina Franca;40.6333;17.0333;Italy;ITA
Valencia;8.2592;-76.1469;Colombia;COL
Boujad;32.7667;-6.4;Morocco;MAR
Campo Maior;-4.8333;-42.1736;Brazil;BRA
Borgne;19.85;-72.5333;Haiti;HTI
Kabasalan;7.7968;122.7627;Philippines;PHL
Neunkirchen;49.35;7.1667;Germany;DEU
Poções;-14.5167;-40.35;Brazil;BRA
Lecco;45.85;9.4;Italy;ITA
Banbury;52.061;-1.336;United Kingdom;GBR
Beckenham;51.408;-0.022;United Kingdom;GBR
Noboribetsu;42.4167;141.1;Japan;JPN
Blois;47.5939;1.3281;France;FRA
Pearl City;21.4031;-157.9566;United States;USA
João Pinheiro;-17.7442;-46.1739;Brazil;BRA
Lørenskog;59.8989;10.9642;Norway;NOR
Nanzhuangzhen;23.721;102.8231;China;CHN
Greenford;51.5299;-0.3488;United Kingdom;GBR
Lohja;60.25;24.0667;Finland;FIN
Santiago;25.4333;-100.1333;Mexico;MEX
Isabel;10.93;124.43;Philippines;PHL
Ayr;55.458;-4.629;United Kingdom;GBR
Teotihuacan;19.6897;-98.8608;Mexico;MEX
San Jacinto de Buena Fe;-0.8986;-79.4889;Ecuador;ECU
Santa Ana Chiautempan;19.3167;-98.1833;Mexico;MEX
Al Quşayr;34.5119;36.5764;Syria;SYR
Araioses;-2.89;-41.9028;Brazil;BRA
Kotelniki;55.6617;37.8672;Russia;RUS
Wokingham;51.41;-0.84;United Kingdom;GBR
Hyvinkää;60.6333;24.85;Finland;FIN
Rovenky;48.0711;39.3428;Ukraine;UKR
Salina;38.8136;-97.6143;United States;USA
Lukavac;44.55;18.5167;Bosnia and Herzegovina;BIH
Jesús Menéndez;21.1633;-76.4775;Cuba;CUB
Sanuki;34.32;134.1794;Japan;JPN
La Jagua de Ibirico;9.5667;-73.3333;Colombia;COL
South Brunswick;40.384;-74.5256;United States;USA
Taebaek;37.1667;128.9833;Korea, South;KOR
Stepnogorsk;52.3497;71.89;Kazakhstan;KAZ
Guaramirim;-26.45;-49;Brazil;BRA
Cologno Monzese;45.5286;9.2783;Italy;ITA
Woodstock;43.1306;-80.7467;Canada;CAN
Punalūr;9.017;76.926;India;IND
Kampli;15.4063;76.6001;India;IND
Bizerte;37.2778;9.8639;Tunisia;TUN
Yashan;22.4776;112.7289;China;CHN
Ramat HaSharon;32.15;34.8333;Israel;ISR
La Caleta;18.4639;-69.6806;Dominican Republic;DOM
Kuilsrivier;-33.9414;18.7066;South Africa;ZAF
Norala;6.55;124.67;Philippines;PHL
Nellikkuppam;11.7667;79.6833;India;IND
Daxiang;22.3775;112.8008;China;CHN
Ridderkerk;51.8667;4.6;Netherlands;NLD
Hioki;31.6117;130.3731;Japan;JPN
Dongnanyanfa;39.63;116.4083;China;CHN
Padra;22.23;73.08;India;IND
Fujiyoshida;35.4875;138.8077;Japan;JPN
Schwerte;51.4458;7.5653;Germany;DEU
Hof;50.3167;11.9167;Germany;DEU
Muara Teweh;-0.9535;114.8981;Indonesia;IDN
Yalvaç;38.2956;31.18;Turkey;TUR
Wangtan;39.2847;118.98;China;CHN
Libertador General San Martín;-23.8;-64.7833;Argentina;ARG
Puerto Villarroel;-16.8667;-64.7831;Bolivia;BOL
Suluova;40.8333;35.65;Turkey;TUR
Brive-la-Gaillarde;45.1583;1.5321;France;FRA
Zarinsk;53.7089;84.9672;Russia;RUS
Bruchsal;49.1333;8.6;Germany;DEU
Langford Station;48.4506;-123.5058;Canada;CAN
Beavercreek;39.731;-84.0624;United States;USA
Obra;24.42;82.98;India;IND
Faratsiho;-19.4;46.95;Madagascar;MDG
Ḩajjah;15.695;43.5975;Yemen;YEM
Nakai;33.5833;133.6333;Japan;JPN
Quinte West;44.1833;-77.5667;Canada;CAN
Montevista;7.7053;125.9903;Philippines;PHL
Schagen;52.7833;4.8;Netherlands;NLD
Lucaya;26.5117;-78.6431;Bahamas, The;BHS
Aland;17.5642;76.5685;India;IND
Dori;14.03;-0.03;Burkina Faso;BFA
Tuy;14.02;120.73;Philippines;PHL
Winter Garden;28.5421;-81.5967;United States;USA
Puñal;19.4;-70.6167;Dominican Republic;DOM
Ḩadīthah;34.1397;42.3781;Iraq;IRQ
Potomac;39.0141;-77.1943;United States;USA
Lower Tungawan;7.6047;122.4228;Philippines;PHL
Świętochłowice;50.2919;18.9178;Poland;POL
Gryazi;52.5;39.9667;Russia;RUS
Vuyyūru;16.3667;80.85;India;IND
Cordon;16.67;121.45;Philippines;PHL
Kadinamkulam;8.6;76.8167;India;IND
Corroios;38.65;-9.15;Portugal;PRT
Mānvi;15.9833;77.05;India;IND
Jendouba;36.5;8.7833;Tunisia;TUN
Farmington;36.7555;-108.1823;United States;USA
San Francisco de los Romo;22.0833;-102.2667;Mexico;MEX
Jeomchon;36.6028;127.3042;Korea, South;KOR
Henrietta;43.0555;-77.6413;United States;USA
Santa Cruz do Rio Pardo;-22.8989;-49.6328;Brazil;BRA
Nelson;-41.2708;173.2839;New Zealand;NZL
Skierniewice;51.9528;20.1417;Poland;POL
Kita;13.0504;-9.4833;Mali;MLI
Rodgau;50.0167;8.8833;Germany;DEU
Albstadt;48.2119;9.0239;Germany;DEU
Río Tercero;-32.1833;-64.1;Argentina;ARG
Pakenham;-38.0712;145.4878;Australia;AUS
Alcira;39.15;-0.435;Spain;ESP
Sardasht;36.1553;45.48;Iran;IRN
La Independencia;16.2526;-92.0237;Mexico;MEX
Quva;40.5247;72.07;Uzbekistan;UZB
Charleville-Mézières;49.7719;4.7161;France;FRA
São Bento;-2.6958;-44.8208;Brazil;BRA
Manacor;39.5667;3.2;Spain;ESP
Lissone;45.6167;9.25;Italy;ITA
Attleboro;41.9311;-71.295;United States;USA
Starogard Gdański;53.9667;18.5333;Poland;POL
Nilambūr;11.2769;76.2258;India;IND
Shimenzhai;40.0892;119.6019;China;CHN
Kilmarnock;55.6111;-4.4957;United Kingdom;GBR
Marino;41.7667;12.6667;Italy;ITA
Meudon;48.8123;2.2382;France;FRA
Cuihua;27.7527;103.8906;China;CHN
Bhālki;18.0435;77.206;India;IND
Halle-Neustadt;51.4789;11.9214;Germany;DEU
Pagalungan;7.0592;124.6987;Philippines;PHL
Bindura;-17.3;31.3333;Zimbabwe;ZWE
Ban Plai Bua Phatthana;13.9032;100.3989;Thailand;THA
Starachowice;51.05;21.0667;Poland;POL
Vidin;44;22.8667;Bulgaria;BGR
Kurayoshi;35.4333;133.8167;Japan;JPN
Farim;12.4833;-15.2167;Guinea-Bissau;GNB
Cobija;-11.0333;-68.7333;Bolivia;BOL
Zhongzhai;25.7783;107.8665;China;CHN
Douera;36.6667;2.95;Algeria;DZA
Anandpur;21.2141;86.1249;India;IND
Capannori;43.85;10.5667;Italy;ITA
Kouré;13.3106;2.576;Niger;NER
Takashima;35.35;136.0333;Japan;JPN
Nichelino;45;7.65;Italy;ITA
Pilar;14.67;120.57;Philippines;PHL
San Lorenzo;-32.75;-60.7333;Argentina;ARG
Talisay;14.1;121.02;Philippines;PHL
Narvacan;17.4192;120.4756;Philippines;PHL
Aranđelovac;44.3;20.5667;Serbia;SRB
Santana do Ipanema;-9.3778;-37.245;Brazil;BRA
Carcassonne;43.21;2.35;France;FRA
Berëzovskiy;55.6167;86.25;Russia;RUS
Izunokuni;35.0333;138.9333;Japan;JPN
Shimeo;33.5833;130.4833;Japan;JPN
Huntsville;30.7009;-95.5567;United States;USA
Lawas;4.8333;115.4;Malaysia;MYS
Chitré;7.9667;-80.4333;Panama;PAN
Tingo María;-9.2953;-75.9975;Peru;PER
Megion;61.05;76.1;Russia;RUS
Filderstadt;48.6803;9.2183;Germany;DEU
Labutta;16.1467;94.7611;Burma;MMR
Puerto Tejada;3.25;-76.4167;Colombia;COL
Strongsville;41.3128;-81.8313;United States;USA
Zhob;31.3417;69.4486;Pakistan;PAK
Seabra;-12.4189;-41.77;Brazil;BRA
Tlalmanalco;19.2044;-98.8025;Mexico;MEX
Choisy-le-Roi;48.763;2.409;France;FRA
União;-4.5858;-42.8639;Brazil;BRA
Manono;-7.2947;27.4545;Congo (Kinshasa);COD
Casimiro de Abreu;-22.4808;-42.2039;Brazil;BRA
Eagle Mountain;40.3137;-112.0114;United States;USA
Noisy-le-Sec;48.8894;2.4503;France;FRA
Borča;44.87;20.45;Serbia;SRB
Sumpango;14.6478;-90.7347;Guatemala;GTM
Kasaoka;34.5039;133.51;Japan;JPN
Bridgewater;40.5934;-74.6076;United States;USA
Jammalamadugu;14.85;78.38;India;IND
Acaxochitlán;20.1667;-98.2;Mexico;MEX
Beringen;51.0489;5.2261;Belgium;BEL
Garhwa;24.16;83.8075;India;IND
Santurce-Antiguo;43.3303;-3.0314;Spain;ESP
San Felíu de Llobregat;41.3833;2.0439;Spain;ESP
Prescott;34.5849;-112.4473;United States;USA
Sikandra Rao;27.7;78.4;India;IND
Cavaillon;18.3;-73.65;Haiti;HTI
Eusébio;-3.89;-38.4508;Brazil;BRA
Nova Venécia;-18.7108;-40.4008;Brazil;BRA
Bothaville;-27.3833;26.6167;South Africa;ZAF
Bünde;52.2;8.6;Germany;DEU
Livry-Gargan;48.9192;2.5361;France;FRA
Tombôco;-6.8;13.3;Angola;AGO
Nawāshahr;31.1167;76.1333;India;IND
Trenque Lauquen;-35.9667;-62.7;Argentina;ARG
Gotha;50.9492;10.705;Germany;DEU
Rānāvāv;21.68;69.75;India;IND
Mairinque;-23.5464;-47.1836;Brazil;BRA
Bihāt;25.4253;86.0208;India;IND
Gahini;-1.8422;30.4781;Rwanda;RWA
Mindat;21.3667;93.9833;Burma;MMR
Bājil;15.0583;43.285;Yemen;YEM
Huilongcun;32.7028;115.4742;China;CHN
Camp Perrin;18.3167;-73.8667;Haiti;HTI
Amboasary;-25.05;46.3833;Madagascar;MDG
Isiolo;0.35;37.5833;Kenya;KEN
Ḩarastā;33.5667;36.3667;Syria;SYR
Ban Bang Mae Nang;13.8815;100.3759;Thailand;THA
Kikuchi;32.9833;130.8167;Japan;JPN
Dingle;11.05;122.67;Philippines;PHL
San Rafael;10.0417;-84.075;Costa Rica;CRI
Jaguaquara;-13.5333;-39.9667;Brazil;BRA
Markala;13.6739;-6.075;Mali;MLI
Santiago;8.1004;-80.9833;Panama;PAN
Coonoor;11.345;76.795;India;IND
Wodzisław Śląski;50;18.45;Poland;POL
Thoubāl;24.63;94.02;India;IND
Tamagawa;33.6389;130.8061;Japan;JPN
Paraguaçu Paulista;-22.4197;-50.5797;Brazil;BRA
Freeport City;26.5286;-78.6967;Bahamas, The;BHS
Olive Branch;34.961;-89.8469;United States;USA
Ourém;39.65;-8.5667;Portugal;PRT
Haymana;39.4311;32.4956;Turkey;TUR
Lupao;15.8794;120.8994;Philippines;PHL
Donggang;22.4667;120.4544;Taiwan;TWN
Hokota;36.1587;140.5164;Japan;JPN
Lumba-a-Bayabao;7.88;124.38;Philippines;PHL
Fastiv;50.0833;29.9167;Ukraine;UKR
Arlington;42.4187;-71.1639;United States;USA
Joal-Fadiout;14.1667;-16.8333;Senegal;SEN
Koupéla;12.1794;-0.3517;Burkina Faso;BFA
Campo Novo do Parecis;-13.675;-57.8919;Brazil;BRA
Chepén;-7.2271;-79.4298;Peru;PER
Fellbach;48.8086;9.2758;Germany;DEU
Arendal;58.4608;8.7664;Norway;NOR
Stavroúpoli;40.6667;22.9333;Greece;GRC
Dharmaragar;24.3785;92.1783;India;IND
Middletown;40.179;-74.9059;United States;USA
Juína;-11.3778;-58.7408;Brazil;BRA
Parys;-26.9;27.45;South Africa;ZAF
Goose Creek;32.9927;-80.0055;United States;USA
Memmingen;47.9878;10.1811;Germany;DEU
Tallbīsah;34.8333;36.7333;Syria;SYR
Sicklerville;39.7452;-74.9934;United States;USA
Chajarí;-30.7667;-57.9833;Argentina;ARG
Igarapé;-20.07;-44.3019;Brazil;BRA
Pākaur;24.63;87.85;India;IND
Settimo Torinese;45.1333;7.7667;Italy;ITA
Shima;34.3333;136.8333;Japan;JPN
Cheshunt;51.702;-0.035;United Kingdom;GBR
Jablonec nad Nisou;50.7244;15.1681;Czechia;CZE
Shertallai;9.6869;76.3361;India;IND
Havant;50.8517;-0.9842;United Kingdom;GBR
Aribinda;14.2292;-0.8633;Burkina Faso;BFA
Hexiwu;39.6225;116.9539;China;CHN
Dodoma;-6.1731;35.7419;Tanzania;TZA
Phan Rí Cửa;11.1739;108.5661;Vietnam;VNM
Anshan;39.7144;118.9964;China;CHN
Kaufbeuren;47.88;10.6225;Germany;DEU
Nawai;26.3824;75.924;India;IND
Lubny;50.0167;33;Ukraine;UKR
Salvador;20.2094;-75.2231;Cuba;CUB
Altamonte Springs;28.6615;-81.3953;United States;USA
Badrashni;33.9886;72.025;Pakistan;PAK
Haltom City;32.8176;-97.2707;United States;USA
Ouled Moussa;36.6831;3.3681;Algeria;DZA
Borgerhout;51.2117;4.4407;Belgium;BEL
Gollalagunta;17.1672;82.2847;India;IND
Hackensack;40.8891;-74.0462;United States;USA
Dongsu;38.0153;115.1461;China;CHN
Tantangan;6.62;124.75;Philippines;PHL
Dialakorodji;12.7083;-7.9689;Mali;MLI
St. Thomas;42.775;-81.1833;Canada;CAN
Maluso;6.55;121.88;Philippines;PHL
Rājgarh;24.03;76.88;India;IND
Muradiye;38.9947;43.7681;Turkey;TUR
La Goulette;36.8181;10.305;Tunisia;TUN
Changchong;26.3404;107.1866;China;CHN
Yambio;4.565;28.375;South Sudan;SSD
Santa María Huatulco;15.85;-96.3333;Mexico;MEX
Farrukhnagar;17.0778;78.2011;India;IND
Dendermonde;51.0333;4.1;Belgium;BEL
Puttalam;8.033;79.826;Sri Lanka;LKA
Hokuto;41.8242;140.6528;Japan;JPN
Shangpa;26.9052;98.8679;China;CHN
Rosny-sous-Bois;48.8667;2.4833;France;FRA
Elmhurst;41.8973;-87.9432;United States;USA
Mislata;39.475;-0.4156;Spain;ESP
Torzhok;57.0333;34.9667;Russia;RUS
Ogimachi;33.25;130.2;Japan;JPN
Porangatu;-13.4319;-49.1306;Brazil;BRA
Jones;16.5583;121.7;Philippines;PHL
Chattamangalam;11.296;75.915;India;IND
Denia;38.8444;0.1111;Spain;ESP
Remedios;22.4922;-79.5458;Cuba;CUB
Tangdukou;26.9949;111.2708;China;CHN
Tindouf;27.6753;-8.1286;Algeria;DZA
El Valle del Espíritu Santo;10.9833;-63.8833;Venezuela;VEN
Qianjiang Shequ;23.6157;108.9603;China;CHN
Urbandale;41.639;-93.7812;United States;USA
